customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1442-OKRJE,Male,,Yes,Yes,65.8615998664168,Yes,No,Fiber optic,Yes,Yes,Yes,No,,Yes,One year,Yes,Bank transfer (automatic),92.5457263436441,7038.356405954144,No
4737-AQCPU,,0.0,Yes,Yes,84.30835252809455,,Yes,DSL,Yes,Yes,,Yes,No,No,,,,,,No
9158-VCTQB,Female,0.0,Yes,No,30.006644601787663,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,,Yes,,Yes,,98.27434424527729,4603.438265861159,Yes
2808-CHTDM,Female,0.0,,Yes,11.822288546365732,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,,Two year,No,,25.19016277806776,,No
6311-UEUME,Female,0.0,No,No,42.08192942079373,Yes,,Fiber optic,No,No,No,No,Yes,,Month-to-month,Yes,,69.96963791499711,2380.2549486315334,Yes
0793-TWELN,Female,0.0,No,,7.745732194498123,,Yes,Fiber optic,Yes,No,No,No,No,,Month-to-month,Yes,Electronic check,97.24525506487315,322.1110700559761,No
3283-WCWXT,Male,0.0,Yes,Yes,,Yes,Yes,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.087972692548004,165.2058185794487,No
1060-ENTOF,,1.0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,,Yes,No,Yes,One year,Yes,Credit card (automatic),115.76656251299406,7027.443324142919,No
0999-QXNSA,Male,1.0,,Yes,-13.318036415692383,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,,21.545371883127956,328.2193774149683,No
5451-MHQOF,Male,,Yes,Yes,63.836249265347675,Yes,Yes,No,No internet service,No,,No internet service,No internet service,No internet service,One year,,Mailed check,12.03421880968608,,No
4836-WNFNO,Female,,Yes,No,,Yes,,,,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-6.080530717258544,1833.6203006896199,No
9225-BZLNZ,Male,,,No,71.11306070857182,,Yes,DSL,,Yes,Yes,,,Yes,Two year,Yes,Electronic check,82.08939271362968,6099.824784839086,No
0354-VXMJC,Male,0.0,,,,Yes,No,,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.25668150665738,452.7053838429184,No
4422-QVIJA,Female,0.0,No,Yes,54.83335218561169,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,,,No
9365-SRSZE,Male,,Yes,No,2.274404167024791,Yes,No,Fiber optic,No,,No,No,No,No,,,Electronic check,53.84146481270071,1929.8224040683729,No
6839-ITVZJ,Female,0.0,Yes,Yes,,Yes,Yes,,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,,1625.7103508049593,Yes
8332-OSJDW,,0.0,Yes,Yes,,,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.01815339013531,317.98033855582645,No
4735-BJKOU,Female,,No,No,47.61734206004617,Yes,No,No,,,,,No internet service,No internet service,Two year,No,Mailed check,31.02160047297177,810.5783948219055,No
0274-JKUJR,Male,0.0,Yes,Yes,-8.013635180062458,No,No,DSL,Yes,,Yes,No,Yes,,Month-to-month,,,53.996164921339066,475.19913811821164,No
5740-YHGTW,Male,0.0,Yes,Yes,68.98879749886555,Yes,,Fiber optic,,Yes,No,No,Yes,No,Month-to-month,Yes,,,6656.453534237029,No
8917-SZTTJ,Male,0.0,Yes,Yes,54.68743135322192,,No,No,No internet service,,No internet service,No internet service,No internet service,,,No,Credit card (automatic),29.401030232684796,1170.8566363982727,No
1696-MZVAU,Male,0.0,Yes,Yes,32.798245168230174,No,No,DSL,,,No,No,No,No,One year,Yes,,,950.8744347446873,No
7359-WWYJV,Male,,,No,70.26722244904778,Yes,Yes,Fiber optic,,Yes,Yes,Yes,Yes,Yes,Two year,No,,,8380.49111586174,No
0375-HVGXO,Female,0.0,No,No,12.217428394511751,No,No,DSL,No,No,,No,Yes,No,Month-to-month,Yes,Electronic check,36.24044197668871,17.484536311920685,Yes
4906-ZHGPK,Male,0.0,,Yes,72.49141572114094,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,,Yes,Electronic check,,3770.706223596978,No
8593-WHYHV,Male,0.0,,,-10.457689235210957,Yes,Yes,Fiber optic,No,No,No,,No,Yes,Month-to-month,Yes,,80.2197573704362,272.9670873018602,Yes
3795-GWTRD,Female,0.0,Yes,Yes,60.510773398729654,Yes,No,,Yes,Yes,Yes,Yes,Yes,No,,,Credit card (automatic),91.8007702279483,,No
1298-PHBTI,Male,,Yes,,74.13386036120752,Yes,Yes,,No,Yes,No,Yes,,No,Two year,Yes,Electronic check,54.196347815791974,6137.895137675513,No
6223-DHJGV,Female,0.0,No,No,42.22781738521562,Yes,No,No,No internet service,No,No internet service,,No internet service,No internet service,One year,,,-2.112445514388387,986.6076070258463,No
6961-MJKBO,Male,0.0,No,No,62.109440483494325,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,,,No,Bank transfer (automatic),,905.1688718359721,No
6097-EQISJ,,,Yes,Yes,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),68.4634947017963,6634.290086960887,Yes
4423-YLHDV,Female,0.0,Yes,,15.232869807789243,,Yes,Fiber optic,,,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.03438254138489,2221.70821669211,Yes
8158-WPEZG,,0.0,,,40.61453027861263,No,No,,No,Yes,No,,No,No,Month-to-month,,Electronic check,,443.52973837860736,No
0107-YHINA,Male,0.0,No,Yes,16.55246293730812,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,,,Electronic check,124.85125742497682,93.6798143987849,Yes
4918-FYJNT,Female,1.0,Yes,No,52.68356203992294,Yes,,Fiber optic,No,Yes,Yes,Yes,No,No,,No,Electronic check,94.9663578185702,5050.653150122465,No
0727-BNRLG,Male,0.0,No,No,,Yes,,Fiber optic,No,Yes,,Yes,Yes,No,Two year,Yes,Credit card (automatic),,,No
4854-CIDCF,,1.0,No,No,14.69699999626357,Yes,No,Fiber optic,No,,Yes,No,No,No,,No,,,220.3543076802738,No
8640-SDGKB,,0.0,No,No,,,No,DSL,No,No,Yes,Yes,Yes,Yes,,Yes,Electronic check,78.99360639609536,315.0673793904114,Yes
3280-MRDOF,Male,1.0,No,,35.99182164020869,Yes,Yes,DSL,No,No,Yes,Yes,,No,Two year,Yes,Credit card (automatic),46.984061257567696,2089.9893489746296,No
6435-SRWBJ,Female,0.0,No,No,16.947813497245356,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,,,No
9964-WBQDJ,Female,0.0,Yes,No,63.46057308048989,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,,9.943132050591256,,No
6303-KFWSL,Female,0.0,No,No,52.49698555548852,Yes,Yes,DSL,,,No,No,No,,One year,,Electronic check,58.3921883815012,1598.6157983662315,No
1702-CCFNJ,,0.0,Yes,,,,Yes,DSL,No,,No,,No,No,Month-to-month,No,Bank transfer (automatic),54.48580634277672,3152.040579340674,No
8932-CZHRQ,Male,0.0,No,No,59.34044022749805,Yes,Yes,DSL,,Yes,Yes,No,No,,One year,No,Credit card (automatic),,5252.086808628369,No
0386-CWRGM,Female,0.0,Yes,Yes,32.4002651840596,Yes,No,No,No internet service,No,,No internet service,No internet service,No internet service,Two year,No,Mailed check,,960.3903586099403,No
5515-RUGKN,Male,0.0,No,No,,Yes,No,DSL,No,No,No,,,Yes,Month-to-month,Yes,,71.98056259079009,422.44341829658566,No
0404-AHASP,,0.0,Yes,No,53.535968180629524,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),10.461413612547501,1416.54434191734,No
7279-NMVJC,Female,0.0,No,No,25.44988138623544,,No,No,No internet service,No,No internet service,No internet service,,No internet service,One year,No,Bank transfer (automatic),40.52147921280111,315.4141842535036,No
2081-VEYEH,Male,0.0,,No,-8.911599976003833,,No,Fiber optic,No,Yes,Yes,,Yes,Yes,,Yes,Electronic check,128.46050319948355,317.80746078884596,No
6407-UTSLV,,1.0,,No,-14.699745024601803,Yes,No,Fiber optic,No,,No,,,,Month-to-month,Yes,,83.76274293822281,148.32564549608577,No
4116-TZAQJ,,0.0,,No,-4.092674797646101,Yes,No,Fiber optic,,No,No,,No,No,Month-to-month,Yes,Credit card (automatic),51.635175794988356,651.3912911720109,Yes
9060-HJJRW,Female,0.0,,No,46.15118861944228,No,No,DSL,,Yes,Yes,No,Yes,Yes,,,Credit card (automatic),86.94222564011044,2932.6054070475943,No
2587-YNLES,Female,0.0,Yes,Yes,,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Two year,No,,32.217096207752036,113.13988256005621,No
7398-SKNQZ,Female,,Yes,No,0.07907383082875485,Yes,Yes,Fiber optic,,No,No,No,Yes,Yes,Month-to-month,,Electronic check,76.76075255364574,275.39407170351956,No
5935-FCCNB,Female,,No,,19.091485243661097,Yes,Yes,Fiber optic,No,No,,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.38276152691112,,No
1958-RNRKS,Male,0.0,Yes,No,21.683871247828613,,,DSL,No,No,,,No,,Month-to-month,No,Electronic check,56.80301648074087,,No
5136-RGMZO,Male,0.0,No,No,40.91929476811674,Yes,Yes,DSL,No,Yes,No,,Yes,No,Month-to-month,,,,2185.7859195847245,No
8345-MVDYC,Female,0.0,No,No,38.78027295958172,Yes,No,DSL,,No,Yes,,Yes,,Two year,,Bank transfer (automatic),83.98815480922521,3609.4525464279945,No
8226-BXGES,Male,0.0,Yes,No,75.76593104670522,Yes,Yes,Fiber optic,Yes,,Yes,,No,No,,No,Bank transfer (automatic),,5704.739258433491,No
3877-JRJIP,Male,0.0,No,No,,Yes,Yes,,No,No,No,,Yes,,Month-to-month,Yes,Electronic check,54.774143370836704,67.39116898510326,Yes
8375-DKEBR,Female,1.0,No,No,4.575153962508153,,No,Fiber optic,No,No,,No,,No,Month-to-month,,Electronic check,65.47985467424617,72.72013041586995,Yes
9705-IOVQQ,Male,1.0,Yes,,79.35836746095251,Yes,Yes,,,,No,No,,Yes,One year,No,Electronic check,,,No
1015-OWJKI,Male,0.0,No,No,10.22889990867418,,No,No,No internet service,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,13.15422307233673,No
7511-YMXVQ,Male,0.0,No,No,34.92084211253007,No,,,,No,,,Yes,Yes,,Yes,Electronic check,,427.0979721076057,Yes
2040-XBAVJ,Male,0.0,Yes,Yes,60.10144837427625,Yes,Yes,Fiber optic,Yes,,,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),93.52384756536688,8097.025452805306,No
7551-JOHTI,Female,0.0,No,No,-8.024471733658087,,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,,4.174069311735023,Yes
8887-IPQNC,,0.0,,No,6.752839663701925,Yes,No,DSL,No,,No,,No,No,Month-to-month,Yes,Mailed check,25.97162718372847,,No
8646-JCOMS,Female,0.0,Yes,,65.16530427840382,Yes,,,No,,Yes,Yes,No,No,One year,,Bank transfer (automatic),91.5479532525013,6121.176255135119,No
9804-ICWBG,,0.0,No,No,-2.8659113841009574,,No,Fiber optic,,No,No,,No,,Month-to-month,Yes,,88.45081782741336,,Yes
1222-KJNZD,Male,0.0,Yes,Yes,41.57437221109822,,No,No,,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),12.006477096830832,739.7851036935801,No
0106-GHRQR,Male,0.0,No,No,14.969507654865799,Yes,,DSL,No,Yes,,No,No,Yes,,,,65.96494420770492,1233.6983643573672,No
5318-IXUZF,Female,0.0,No,No,-7.76685736252673,,No,,No,,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.54107255459081,199.6166733341527,Yes
3768-VHXQO,Male,,Yes,No,81.10472832310029,,,No,,No,,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),,1593.6806399449445,No
8952-WCVCD,,0.0,Yes,No,30.809409881445212,,No,Fiber optic,Yes,Yes,Yes,,Yes,Yes,One year,Yes,,103.8455568088629,4148.51047364548,No
2418-TPEUN,Female,0.0,Yes,Yes,62.22724965010318,Yes,,No,,No,No internet service,No internet service,No internet service,No internet service,,Yes,Credit card (automatic),,,No
3963-RYFNS,Female,0.0,No,,56.781843483307085,Yes,Yes,Fiber optic,Yes,,Yes,Yes,Yes,Yes,Two year,,,96.22172247165174,8028.187972318123,No
3198-VELRD,Female,,,Yes,2.543047142570489,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),,270.4850661953819,Yes
8540-ZQGEA,Female,0.0,Yes,No,15.122383052197442,Yes,No,,No internet service,No,No internet service,,No internet service,,Two year,No,,18.21064497904899,1145.4381835605598,No
1320-REHCS,,1.0,No,,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,,Yes,Electronic check,100.90011588852377,5823.986422542415,No
4137-JOPHL,Female,0.0,No,,51.087974413826686,Yes,No,,No,No,Yes,Yes,No,,Two year,Yes,Bank transfer (automatic),99.85608659790097,4319.208641231269,No
9436-ZBZCT,Male,0.0,No,,-4.65184382764636,Yes,Yes,Fiber optic,No,,,,Yes,No,,Yes,Electronic check,,1188.3183507684078,Yes
7801-CEDNV,,,Yes,No,4.404042276042052,Yes,,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),,,No
2057-BOYKM,Female,1.0,Yes,No,78.93259884349777,Yes,Yes,Fiber optic,Yes,Yes,Yes,,No,No,Two year,Yes,,98.58697609585484,6824.732436595423,No
3658-QQJYD,Male,0.0,No,,51.33927532894853,,No,DSL,,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),73.21812959054057,4711.625473783815,No
1803-BGNBD,Female,0.0,No,No,-16.25952892484741,Yes,No,DSL,,Yes,No,,No,No,Month-to-month,Yes,Electronic check,36.24376015284745,662.6733989698608,No
0134-XWXCE,Female,1.0,No,No,58.80532930012545,Yes,No,DSL,,No,Yes,Yes,Yes,,One year,No,Bank transfer (automatic),90.41061995822294,3266.1273554738978,No
6950-TWMYB,Male,0.0,Yes,Yes,53.582467910706434,Yes,No,Fiber optic,No,Yes,No,,No,No,,Yes,Bank transfer (automatic),83.59279849561096,4354.795181301874,No
5848-FHRFC,Female,0.0,No,No,59.96358479891669,Yes,No,No,No internet service,No,No internet service,,,No internet service,Two year,No,Bank transfer (automatic),-1.147799661152611,1397.2765661804747,No
2243-FNMMI,Male,0.0,No,,,Yes,No,,No internet service,,No internet service,No internet service,,No internet service,,No,Mailed check,-2.6142737434497008,413.03684532391475,No
2511-MORQY,Male,0.0,Yes,Yes,44.27145108772527,Yes,Yes,,,No,Yes,No,,,,No,Bank transfer (automatic),,,No
5356-KZCKT,Male,0.0,No,,55.32620079131379,,,,No internet service,No,No internet service,,No internet service,No internet service,Two year,,Credit card (automatic),27.140932439897174,1515.2965268635405,No
9470-XCCEM,Male,0.0,Yes,Yes,14.520161101017237,Yes,Yes,Fiber optic,,,,No,Yes,No,Month-to-month,Yes,,99.51595608414306,,No
6519-CFDBX,Female,0.0,No,No,9.424931151700648,Yes,No,DSL,No,No,No,,No,No,Month-to-month,,,,89.29555244811341,No
3902-MIVLE,Male,0.0,,,,Yes,,DSL,Yes,No,Yes,Yes,No,Yes,,No,Mailed check,77.27866628652933,4685.692679761814,No
0409-WTMPL,Female,0.0,Yes,No,55.86662151576103,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),,6533.833547222935,No
8763-KIAFH,Female,0.0,Yes,,,Yes,No,,,,,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.263174946688153,606.7452775822829,No
3669-WHAFY,Female,0.0,,No,59.27837304855463,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,,,8094.602170616645,No
3055-VTCGS,Female,,No,No,64.21836522977586,Yes,,DSL,No,No,Yes,,No,Yes,One year,No,,41.60881836442404,,No
3144-KMTWZ,Male,0.0,,No,82.86657936600608,Yes,Yes,,,Yes,Yes,No,No,Yes,,,Bank transfer (automatic),99.39449116585234,,No
7279-BUYWN,Female,1.0,No,,27.169986312037096,Yes,Yes,,Yes,,,No,Yes,Yes,,Yes,Electronic check,101.33097289258957,4683.322605898621,Yes
7156-MHUGY,Male,,No,No,9.649413870450735,Yes,No,Fiber optic,No,No,No,No,,Yes,,,Electronic check,83.00634814070489,,Yes
7198-GLXTC,,,,No,,,No,,,No,No,,Yes,No,Month-to-month,No,,,171.25346385225464,Yes
2007-QVGAW,Female,0.0,,Yes,55.087662643657886,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-2.2743831407459005,1289.539434746205,No
5207-PLSTK,Male,0.0,Yes,,25.556730106355033,,No,,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,,59.82336095499135,No
2307-FYNNL,Male,1.0,No,No,97.68811123218129,,Yes,Fiber optic,Yes,No,Yes,,,Yes,,Yes,Electronic check,114.06524759956484,7102.173959854422,No
5605-XNWEN,Male,1.0,Yes,,,Yes,,No,,,No internet service,No internet service,No internet service,No internet service,Two year,Yes,,-5.814118530703102,1809.7597721121026,No
2155-AMQRX,Female,0.0,No,,21.30679483016301,Yes,,,,No,,Yes,No,No,,Yes,,44.71701689861815,1508.520505168375,No
6181-AXXYF,,,,,98.3183253271186,,Yes,No,,No,No internet service,No internet service,,No internet service,Two year,No,Credit card (automatic),34.890620218288745,1866.9842107343923,No
5091-HFAZW,Female,0.0,No,,-0.38342123319629273,Yes,,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.50316155471319,148.35917991466837,No
0516-VRYBW,Female,,No,Yes,,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.271341423966035,396.8309749730206,Yes
2519-LBNQL,,1.0,Yes,,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,,Electronic check,94.84564827782351,6328.225851082548,No
8623-ULFNQ,Female,1.0,,,33.36077169979302,Yes,Yes,DSL,,No,,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.25242332159087,1664.0658432037037,No
8380-PEFPE,Male,,No,Yes,,Yes,No,,No,,No,No,No,No,Month-to-month,Yes,Electronic check,89.9791740210024,62.223300054388126,Yes
5687-DKDTV,Female,0.0,,,0.4456451138088928,Yes,No,No,No internet service,No,No internet service,No internet service,,No internet service,Month-to-month,,Mailed check,36.28590132371497,97.37136959410552,Yes
1568-LJSZU,Male,0.0,Yes,Yes,,Yes,,DSL,,Yes,,Yes,,Yes,,Yes,Credit card (automatic),94.23983459099652,6402.768936105096,No
7530-HDYDS,Female,0.0,No,No,23.879874969674646,Yes,No,Fiber optic,No,Yes,Yes,,No,,Month-to-month,,Credit card (automatic),88.94413153466061,3266.9754491022427,Yes
7789-HKSBS,Female,,Yes,No,51.35952926661463,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),,4605.59127782965,No
7416-CKTEP,,0.0,Yes,No,73.1734156851908,Yes,,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.581390347695404,,No
2586-CWXVV,Male,0.0,Yes,No,39.87796471629218,No,No,DSL,No,Yes,,No,,No,Month-to-month,No,Electronic check,26.400990810785068,,No
3096-IZETN,Female,0.0,,,15.038607997063004,,No,Fiber optic,No,,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.63461989076943,950.0241869592961,Yes
2348-KCJLT,Female,0.0,Yes,No,32.13036889577747,Yes,,DSL,Yes,Yes,Yes,No,,,One year,Yes,,53.781704843421736,,No
8401-EMUWF,Male,,,,23.69937249914678,,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),,,No
4193-IBKSW,Male,0.0,Yes,,57.20547668605889,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.662152660170463,1771.4888261218398,No
5377-NDTOU,Female,,Yes,Yes,50.48802680545534,Yes,Yes,DSL,Yes,Yes,Yes,,Yes,Yes,Two year,No,Mailed check,110.40947816438842,6288.739723704221,No
5922-ABDVO,,0.0,Yes,,,,Yes,Fiber optic,No,No,,No,No,Yes,Month-to-month,No,Mailed check,,1750.7799939753531,Yes
2474-LCNUE,Female,0.0,Yes,,37.105227507904104,Yes,Yes,DSL,No,No,,,,Yes,Month-to-month,Yes,Credit card (automatic),,1616.8994514114027,No
0839-QNXME,Female,0.0,,No,22.41345699741762,Yes,No,No,No internet service,No,No internet service,No internet service,,,Two year,No,Credit card (automatic),,551.9650856051242,No
3506-OVLKD,Male,0.0,,No,39.11528096218376,Yes,Yes,No,No internet service,No,,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),51.81873578143406,953.7504551875812,No
9172-ANCRX,Female,0.0,No,No,2.3766102464514063,Yes,Yes,Fiber optic,Yes,,No,No,,,Month-to-month,Yes,Electronic check,,,Yes
6650-VJONK,Male,0.0,,No,5.321529033751643,,No,DSL,No,No,,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.18566165043393,41.26546947944649,No
2178-PMGCJ,Male,0.0,No,No,11.948860920852306,,No,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,,70.04309760244129,1501.7364384621546,No
7492-TAFJD,Male,,,,13.903898045518442,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,32.352676466975446,,No
2773-MADBQ,Female,,No,No,32.225436245112654,No,No,DSL,Yes,Yes,Yes,Yes,No,,Two year,Yes,Mailed check,51.05581359181308,1923.0365126014449,No
6016-LVTJQ,Female,,Yes,Yes,12.571094189905825,Yes,No,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,,,No
7860-KSUGX,Male,0.0,Yes,Yes,55.60569681574294,Yes,Yes,DSL,Yes,Yes,Yes,No,No,,,,,,4728.254361746687,No
8966-KZXXA,Male,0.0,Yes,Yes,24.437909206316075,Yes,,,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,,Credit card (automatic),31.062749700881284,942.4194113814086,No
